decoded_emojis,rating
"كابتن محمد حسن رحلة ,صباحا من خير الله لسيدي جابر أفضل سواق في سويفت حقيقي سواق جدع ملتزم ورحيم وبقدر الصغير والكبير ومحترم وابن ناس لسانه حلو مخلوق اقصي درجة فعلا تحياتي لسائقي سويفت المحترمين وعلي رأسهم كابتن محمد حسن",1
ليش ولاية لحم ما موجودة من ضمن الخيارات؟؟؟؟,-1
محمود معرض عبد العزيز,1
خدمة ممتازة ولكن يجب مراجعة الاسعار,1
bad experience,-1
ممتازشركه عظيمه وكابتن محترمه,1
لا بأس به,1
تجربة ممتازة red heart red heart red heart red heart red heart,1
برنامج خووووووووووورافي,1
ممتاز سريع افضل kiss mark,1
شارة أم المؤمنين حبيبة,1
برنامج فاشل ومطاعم عصابة ماجيك الطلب الا وهو مثلج عدا عن تعامل السواقيين السئ جدا .. طلب ماجيك الا بعد ثلاث ساعات او ساعتين بجد مقررررررررررررف,-1
مرا واو,1
thumbs down thumbs down thumbs down thumbs down,-1
افضل تجربه على الإطلاق,1
الحمراء,1
دوم اطلب منه ومن افضل مايكون,1
اسوء تطبيق هو خدمة عملاء,-1
اعلانتكم مزعجه,-1
رائع جدا جدا في البحرين سرعه في الطلب,1
اعجبني هذا التطبيق انه مفيد جدا,1
ممتاز ويعجبني,1
ياولييه ادطسي,0
سرعة التواصل,1
التطبيق وفق الخيال,1
جميل جدا انصحك حمله,1
جميل يوفر عليك الوقت,1
وايد حلوه التطبيق red heart red heart red heart red heart red heart,1
حصلت معاي مشكله من ناحيه إرجاع طلبية طلبتها من الصيدلية ظهر لي لاحقا اني طلبته بطريقة خاطئة ودفعت عن طريق الفيزا بعدها تواصلت معاهم عشان استبدل الطلب بشيء اخر موجود في نفس الصيدلية رد علي انهم غير قادرين على استبدال الطلبية مع العلم اني راجعت الصيدلية وما عندهم اي مشكله من ناحيه الاستبدال خدمة عملاء لا تستحق الثقه ابدا,-1
شكرا لكم لتقديم خدمه جميله كهذه,1
فاشللللللللللللللللللل,-1
heart decoration heart decoration,1
يعني التطبيق مو ذاك السود,1
بس يتأخر شوية pinching hand,1
التطبيق مش راضي يسجل دخولي,-1
حديثه لاتعليق عملى,0
خدمة العملاء جدا سيئة هو غير صادقين.. لم تتم خدمتي واسترجاع حقي بل تم تجاهل ايميلي.,-1
وسيله اتصال فعاله تمكنك من اخذ وجبتك المفضله بدون الخروج من المنزل او حتى الانتظار طويلا,1
جميل هو سهل,1
البرنامج كويس,1
شيء جميل,1
التطبيق صعب التسجيل فيه يرجى تسهيل الدخول والتسجيل أكثر لم استطع الدخول لتقييم شكرا على هذه الفكرة الرائعة,-1
الابلكيش مش يفتح اصلا كل ما ادخل رقم التليفون اصلا يقول مربوط به فيس بوك ادخل به فيس بوك ادرس علي فيس بوك ميسجلش ادرس علي الايميل ميفتحش,-1
رائع بس لمشكلة بعض لرحلات به لي كان لأول دلوقتي بعض رحلات غالية worried face,-1
مره مره حلو هو يقبل,1
التحديث الجديد بطيء التصفح اصبح معقد اتوقع ترجعون الإصدار السابق أفضل من حيث الشكل التصفح,1
خدمة ممتازة وسريعة,1
تطبيق رائع.. خدمة عملاء محترمه.. حاجه تشرف,1
مطلبتش قبل كدة من البرنامج هو كود الخصم مش شغال هو بيقول انو صالح للمرة الأولى فقط مع انى مطلبتش قبل كدة !!! عايز حل للمشكلة,-1
ملك علي أحمد unamused face unamused face grinning face grinning face ⁦=-O⁩⁦(+_+)⁩⁦(+_+)⁩⁦:'(⁩,-1
جمييييل جدا ************* دقة في الزمن OK_hand,1
تطبيق سهل جدا وجميلة انصح بيه,1
تطبيق كويس يوصلك اطلب اقل من دقيقه,1
التطبيق لا يعمل ليش,-1
ما في اي مصداقية بالتوقيت هو المعاملة,-1
مفيش قسائم وصلتني من الأساس,-1
يعني ممكن تتطلب مرا الثانية بس اذا كان ادخن او اسرع او يكون في كل شي,0
سيئ ما بنزل المحلات اللي بدي اياها,-1
نصب × نصب,-1
خررررررررررررا معنديش بوكس معنديش خط ارضى,-1
ممتاز يفك ازمه beaming face with smiling eyes,1
برنامج ناجح الله يعطيكم الكافيه,1
لا بأس به جيد,-1
تطبيق فاشل لشركة جشعه,-1
لديهم لك مطعم هو يديك الاكل ساخن,1
ممتاز جدا من جميع النواحي,1
البرنامج حلو دايم اطلب من ماك بس مره طلبت من هاردي المعاملة جدا سيئه,-1
عال العال,1
وحش وقذر,-1
زيارة عطيتلكم نجمة لخاطر المنطقة ليالي مافيها المطاعم نتاعكم هو تزيد دير البيبليسيتي باه تشهونا وهاذوك لي أراهم يطلب بيه نقوللكم تاكل الرهن,-1
تطبيق يريحك من الاتصال تضييع الوقت مع المكالمات سريع وكل شي واضح فيه thumbs up light skin tone thumbs up light skin tone thumbs up light skin tone,1
شركة وموضوع جميل اوي ربنا يوفقكم يارب,1
عاوزه اعرف المواعيد من سموه لي العلمي الاسعار,1
كذا هاذا الى يستاهل التطبيق,-1
يعني انتو بتقول نوصل في اي مكان دلوقتي بقولي عذراً؛ لا نقوم بالتوصيل لهذا المنطقة,-1
ابلكيشن زي الزفت هو الخصم ما بيتحسبش هو يحبوا الفلوس كامله هو مافي حاجه ترجع هو كل ما تكلمهم يقول نقدم شكوى للقسم المختص هو هيتاوصلوا معاك هو ماحدث بيعبرك ولا بيكلموك هو حاجه في منتهى قلة الذوق هو عدم احترام العميل,-1
شكرا على الخدمة التوصيل سريع برافو,1
حكيمsvpiqt دي بروموكود,1
كل ما استخدم الكود يقلي لايمكنك استخدام هذا الكود,-1
موعد عايز اعرف لو محتاج غرفتي لمجمع في بريتش موضوعك البنايه يمشي التنبيه ازاي,0
ممكن انني اشتغل بتطبيق طلبات وماهي النقط اذا رقم واحيانا في الشاحن للتواصل,0
مسرح اول مايكونون جودكگثر علينا المطعم يأكد الطلب,0
red heart grinning face with big eyes growing heart heart with ribbon thumbs up heart decoration sparkling heart revolving hearts OK_hand two hearts kiss mark bouquet check box with check,1
بجد كنت بحترمكوا جدا وكنت مديكوا تقييم ال نجوم بس دلوقتي الاسعار غير الحقيقه وغير كده حملت الابلكيشن عن موبايل اخوية والمفروض يدلي قديمه اول استخدام مفيش ولا موبايل راضي يدين قديمه خالص,-1
خدماته محدوده بعض الأماكن ما يوصل أعطيته نجمه مساحته,-1
السلام عليكم كنت افندم بحجز وعند دخول على ميعاد وحجز الرحلة لاقيت الكون هنا منى ورجعت افتح تانى مش لاقيت الحجز واطريت انى احجز تانى ولكن عند ركوب ظهر لسأىق الكوريين اة الحل,-1
يجني الابلكيشن سهل علينا كل شي,1
مصابين .. العروض اشي واللي بوصل اشي ثاني بهدلتونا مع الضيوف نصيحه ما تحاسب السائق غير لما تتأكد من الطلب انه نفس الي طلبته وللعلم راسلناكم وما حد جانبنا,-1
اسؤ مما تتخيل لازم تمشي لحد محطة الركوب وكأنك راكب اتوبيس هيئة النقل,-1
تطبيق معفن وحش بيجبلي جمعيات التبرع مش الأكل مفيش اكل خالص,-1
برنامج رااائع,1
انا هلأ حملت التطبيق وكل ما بدي ادخله يحكيلي بدو تحديث ولما اي احدثه ما في الزر الي يحدث,-1
حلوى مع شعب,1
OK_hand medium skin tone OK_hand medium skin tone,1
⁦ red heart ⁩ما حدا يسعدك الا طلبات speak-no-evil monkey,1
شسالفه,1
",ميل جدا",1
افضل خدمه بصراحه هو افضل خدمة عملاء الله يعطيكم الصحه والعافية هو مبارك عليكم الشهر,1
تطبيق يسهل كل شي انا عالي انه دعاية كذابة,1
شركه جد محترمه من معظم الجوانب .مواعيد .خدمه.باصات.الخ,1
كيف اتوصل معكم عبر الهاتف هل يوجد رقم تلفون انا أحتاج من خذا طلبات من منزلي الي الزبائن كيف يكون الاتفاق,1
كلما اقوم بالتسجيل يقول البيانات غير صحيحة الرجاء حل المشكلة,1
الخدم زلت,-1
البرنامج بتاعك كذاب الاكواد مش تضرب هل ده كده برنامج محترم خدمه عملاء مبتردش كمان على حدث,-1
